Team,Rk,Gtm,Date,,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,#,Thr,Opp. Starter (GmeSc)
Miami Marlins,47,47,23-May,,NYM,"W,5-1",35,31,5,7,0,0,0,3,3,0,5,1,0,0,0,0,0,0,0.232,0.298,0.368,0.666,6,11,R,J.Yamamoto(36)
Miami Marlins,48,48,24-May,,PHI,"W,9-6",38,34,9,12,6,1,1,9,2,0,7,1,0,1,1,1,0,0,0.234,0.3,0.374,0.674,5,17,R,Z.Eflin(50)
Miami Marlins,49,49,25-May,,PHI,"L,0-2",33,29,0,5,0,0,0,0,4,0,7,0,0,0,0,1,2,1,0.233,0.299,0.371,0.67,6,12,R,V.Velasquez(68)
Miami Marlins,50,50,26-May,,PHI,"W,4-2",36,31,4,7,0,0,0,4,4,0,6,1,0,0,0,0,1,0,0.233,0.3,0.368,0.668,8,16,R,A.Nola(67)
Miami Marlins,51,51,27-May,,PHI,"L,2-3",35,27,2,4,1,0,0,2,7,0,9,0,0,1,0,1,0,0,0.232,0.3,0.365,0.665,6,15,R,S.Howard(55)
Miami Marlins,52,52,28-May,@,BOS,"L,2-5",25,22,2,5,1,0,1,2,3,0,6,0,0,0,0,1,0,0,0.232,0.3,0.366,0.666,5,9,L,M.Perez(53)
Miami Marlins,53,53,29-May,@,BOS,"L,1-3",40,37,1,10,2,0,0,1,3,0,14,0,0,0,0,1,2,0,0.233,0.301,0.365,0.666,12,10,R,N.Eovaldi(66)
Miami Marlins,54,54,1-Jun,@,TOR,"L,1-5",36,32,1,7,1,0,0,1,4,0,14,0,0,0,0,2,1,0,0.232,0.301,0.363,0.664,8,11,L,R.Ray(63)
Miami Marlins,55,55,2-Jun,@,TOR,"L,5-6",39,33,5,6,0,0,4,5,4,1,10,2,0,0,0,0,0,0,0.231,0.301,0.366,0.667,7,9,R,A.Manoah(38)
Miami Marlins,56,56,3-Jun,@,PIT,"L,3-5",36,32,3,7,2,0,0,3,2,0,5,0,2,0,0,0,1,0,0.231,0.301,0.365,0.665,6,16,L,T.Anderson(50)
Miami Marlins,57,57,4-Jun,@,PIT,"L,2-9",36,32,2,5,4,0,0,2,4,0,9,0,0,0,0,0,0,0,0.23,0.3,0.363,0.663,7,17,R,M.Keller(43)
Miami Marlins,58,58,5-Jun,@,PIT,"L,7-8",49,45,7,11,4,0,3,7,3,1,12,0,0,1,0,1,0,0,0.23,0.299,0.367,0.667,6,19,R,C.De Jong(37)
Miami Marlins,59,59,6-Jun,@,PIT,"W,3-1",34,30,3,5,0,0,1,2,2,0,6,1,0,1,0,1,0,1,0.229,0.298,0.366,0.664,4,10,R,C.Kuhl(57)
Miami Marlins,60,60,7-Jun,@,BOS,"L,3-5",44,38,3,12,3,0,1,3,5,0,13,1,0,0,0,1,3,0,0.231,0.301,0.368,0.668,14,9,R,N.Pivetta(45)
Miami Marlins,61,61,8-Jun,,COL,"W,6-2",37,35,6,13,1,1,0,6,1,0,12,0,0,1,0,1,1,0,0.233,0.302,0.369,0.671,7,11,R,A.Senzatela(45)
Miami Marlins,62,62,9-Jun,,COL,"L,3-4",40,34,3,9,2,0,1,3,4,0,8,2,0,0,0,0,0,1,0.234,0.303,0.37,0.673,10,18,L,A.Gomber(58)
Miami Marlins,63,63,10-Jun,,COL,"W,11-4",42,39,11,16,4,0,3,10,3,0,10,0,0,0,0,1,0,0,0.237,0.306,0.377,0.683,7,14,R,C.Gonzalez(18)
Miami Marlins,64,64,11-Jun,,ATL,"W,4-3",36,27,4,5,1,0,0,4,7,0,7,1,0,1,0,0,0,1,0.237,0.307,0.375,0.682,8,16,R,C.Morton(37)
Miami Marlins,65,65,12-Jun,,ATL,"W,4-2",33,29,4,8,0,0,2,4,2,0,5,1,0,1,0,1,2,0,0.237,0.307,0.376,0.683,5,15,L,M.Fried(52)
Miami Marlins,66,66,13-Jun,,ATL,"L,4-6",37,36,4,9,1,0,0,3,1,0,12,0,0,0,0,0,1,0,0.237,0.306,0.375,0.681,6,17,L,D.Smyly(52)
Miami Marlins,67,67,14-Jun,@,STL,"L,2-4",33,30,2,5,1,0,0,2,3,0,9,0,0,0,0,0,0,0,0.236,0.306,0.372,0.678,4,14,R,A.Wainwright(59)
Miami Marlins,68,68,15-Jun,@,STL,"L,1-2",36,30,1,3,0,0,0,1,6,0,10,0,0,0,0,0,0,0,0.234,0.305,0.369,0.674,8,15,L,K.Kim(63)
Miami Marlins,69,69,16-Jun,@,STL,"L,0-1",34,32,0,6,0,0,0,0,1,0,6,1,0,0,0,1,0,0,0.234,0.304,0.366,0.67,7,9,R,J.Oviedo(69)
Miami Marlins,70,70,18-Jun,@,CHC,"W,10-2",42,34,10,9,1,0,3,10,7,0,8,0,1,0,0,0,0,0,0.234,0.305,0.369,0.674,5,12,R,Z.Davies(25)
Miami Marlins,71,71,19-Jun,@,CHC,"W,11-1",43,37,11,11,2,0,4,10,4,0,9,0,1,1,0,0,5,0,0.235,0.306,0.374,0.68,5,13,R,J.Arrieta(32)
Miami Marlins,72,72,20-Jun,@,CHC,"L,0-2",33,33,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0.235,0.305,0.371,0.676,6,15,R,A.Mills(58)
Miami Marlins,73,73,22-Jun,,TOR,"L,1-2",31,30,1,3,0,0,1,1,1,0,11,0,0,0,1,0,0,1,0.233,0.303,0.369,0.672,3,11,R,R.Stripling(70)
Miami Marlins,74,74,23-Jun,,TOR,"L,1-3",34,33,1,5,1,0,1,1,1,0,9,0,0,0,1,0,1,0,0.232,0.301,0.368,0.669,6,14,L,R.Ray(65)
Miami Marlins,75,75,24-Jun,,WSN,"L,3-7",35,32,3,7,0,0,1,3,3,0,9,0,0,0,1,2,0,1,0.232,0.301,0.367,0.668,5,17,R,J.Ross(75)
Miami Marlins,76,76,25-Jun,,WSN,"W,11-2",42,36,11,11,3,0,2,11,5,0,6,0,1,0,2,0,2,0,0.233,0.302,0.37,0.672,7,14,L,J.Lester(17)
Miami Marlins,77,77,26-Jun,,WSN,"W,3-2",31,30,3,6,2,1,1,3,1,0,8,0,0,0,0,0,0,0,0.232,0.301,0.371,0.672,4,13,L,P.Corbin(56)
Miami Marlins,78,78,27-Jun,,WSN,"L,1-5",36,32,1,6,1,1,0,1,3,0,10,1,0,0,0,1,1,0,0.232,0.301,0.369,0.67,8,15,R,M.Scherzer(63)
Miami Marlins,79,79,29-Jun,@,PHI,"L,3-4",34,31,3,4,0,0,1,2,3,0,10,0,0,0,0,0,1,0,0.231,0.3,0.368,0.668,4,14,R,V.Velasquez(80)
Miami Marlins,80,80,30-Jun,@,PHI,"W,11-6",48,47,11,18,4,0,2,10,1,0,16,0,0,0,2,0,0,0,0.233,0.301,0.372,0.673,10,18,R,A.Nola(29)
Miami Marlins,81,81,2-Jul,@,ATL,"L,0-1",36,29,0,5,0,0,0,0,7,0,9,0,0,0,0,1,0,0,0.233,0.302,0.37,0.671,9,17,L,D.Smyly(68)
Miami Marlins,82,82,3-Jul,@,ATL,"W,3-2",36,30,3,5,0,0,1,3,5,0,10,0,1,0,0,0,0,0,0.232,0.302,0.368,0.67,6,15,L,K.Muller(52)
Miami Marlins,83,83,4-Jul,@,ATL,"L,7-8",44,40,7,12,0,0,3,7,2,0,13,0,1,1,0,0,3,0,0.233,0.302,0.371,0.673,7,16,R,C.Morton(47)
Miami Marlins,84,84,5-Jul,,LAD,"W,5-4",36,30,5,8,0,0,1,4,4,0,9,1,1,0,1,1,3,1,0.233,0.303,0.371,0.673,7,15,R,W.Buehler(47)
Miami Marlins,85,85,6-Jul,,LAD,"W,2-1",40,36,2,8,2,0,0,1,3,1,9,1,0,0,0,0,2,1,0.233,0.303,0.37,0.672,9,18,R,T.Gonsolin(66)
Miami Marlins,86,86,7-Jul,,LAD,"W,9-6",40,34,9,9,1,0,4,9,4,1,12,0,1,0,1,0,2,0,0.233,0.303,0.373,0.676,5,15,R,J.Reed(47)
Miami Marlins,87,87,8-Jul,,LAD,"L,1-6",36,34,1,8,0,0,1,1,2,0,11,0,0,0,0,1,0,0,0.233,0.303,0.372,0.675,8,13,L,J.Urias(68)
Miami Marlins,88,88,9-Jul,,ATL,"L,0-5",32,28,0,2,0,0,0,0,3,0,10,0,1,0,0,0,0,0,0.232,0.302,0.369,0.671,5,14,R,C.Morton(78)
Miami Marlins,89,89,10-Jul,,ATL,"L,4-5",39,38,4,11,1,0,1,4,1,0,10,0,0,0,0,0,1,0,0.233,0.302,0.37,0.671,8,18,L,M.Fried(41)
Miami Marlins,90,90,11-Jul,,ATL,"W,7-4",40,35,7,12,3,1,1,7,5,1,10,0,0,0,0,1,2,0,0.234,0.303,0.372,0.675,9,14,R,I.Anderson(28)
Miami Marlins,91,91,Jul 16 (1),@,PHI,"L,2-5",28,28,2,8,3,0,0,2,0,0,12,0,0,0,0,1,0,0,0.234,0.303,0.372,0.675,5,13,L,M.Moore(52)
Miami Marlins,92,92,Jul 16 (2),@,PHI,"W,7-0",34,30,7,8,3,0,2,7,2,0,9,2,0,0,1,0,0,0,0.235,0.303,0.374,0.678,6,13,R,Z.Eflin(30)
Miami Marlins,93,93,17-Jul,@,PHI,"L,2-4",37,33,2,5,1,0,1,2,3,0,10,1,0,0,0,1,1,1,0.234,0.303,0.373,0.676,5,19,R,V.Velasquez(67)
Miami Marlins,94,94,18-Jul,@,PHI,"L,4-7",39,35,4,10,2,0,1,4,3,0,10,0,0,1,0,0,1,1,0.234,0.303,0.374,0.677,8,18,R,Z.Wheeler(47)
Miami Marlins,95,95,19-Jul,@,WSN,"L,1-18",34,34,1,9,2,0,1,1,0,0,10,0,0,0,0,2,0,0,0.235,0.303,0.374,0.677,6,14,L,J.Lester(72)
Miami Marlins,96,96,20-Jul,@,WSN,"L,3-6",34,33,3,6,1,0,1,3,1,0,7,0,0,0,0,0,0,0,0.234,0.302,0.373,0.675,4,14,R,P.Espino(62)
Miami Marlins,97,97,21-Jul,@,WSN,"W,3-1",38,34,3,6,2,0,0,2,2,0,5,0,1,1,1,1,0,0,0.234,0.301,0.372,0.673,5,16,R,E.Fedde(65)
Miami Marlins,98,98,22-Jul,,SDP,"L,2-3",36,30,2,4,3,0,0,2,5,0,10,1,0,0,0,1,1,0,0.233,0.301,0.371,0.671,7,20,L,B.Snell(67)
Miami Marlins,99,99,23-Jul,,SDP,"L,2-5",36,33,2,8,2,0,1,2,3,0,7,0,0,0,0,2,0,0,0.233,0.301,0.371,0.672,7,17,R,J.Musgrove(55)
Miami Marlins,100,100,24-Jul,,SDP,"W,3-2",36,31,3,8,0,0,0,2,4,0,11,1,0,0,1,1,1,0,0.233,0.301,0.37,0.671,9,14,L,R.Weathers(59)
Miami Marlins,101,101,25-Jul,,SDP,"W,9-3",41,35,9,12,3,0,3,9,3,0,10,2,1,0,0,0,3,0,0.234,0.303,0.373,0.676,8,19,R,Y.Darvish(46)
Miami Marlins,102,102,27-Jul,@,BAL,"W,7-3",44,42,7,15,1,0,3,7,1,0,5,1,0,0,0,0,2,0,0.236,0.304,0.376,0.679,10,9,R,S.Watkins(28)
Miami Marlins,103,103,28-Jul,@,BAL,"L,7-8",46,38,7,11,3,0,1,7,7,0,8,1,0,0,0,0,0,0,0.236,0.305,0.377,0.682,12,10,R,J.Lopez(22)
Miami Marlins,104,104,30-Jul,,NYY,"L,1-3",37,34,1,8,0,0,0,0,2,0,9,1,0,0,1,2,0,0,0.236,0.305,0.375,0.68,9,17,R,J.Taillon(62)
Miami Marlins,105,105,31-Jul,,NYY,"L,2-4",33,31,2,4,1,1,0,1,2,0,11,0,0,0,0,0,2,0,0.235,0.304,0.374,0.678,4,17,R,D.German(53)
Miami Marlins,106,106,1-Aug,,NYY,"L,1-3",32,30,1,5,1,0,0,1,2,0,8,0,0,0,0,1,1,1,0.235,0.303,0.372,0.676,4,13,L,J.Montgomery(59)
Miami Marlins,107,107,2-Aug,,NYM,"W,6-3",35,32,6,7,1,1,1,6,2,1,7,0,0,0,1,0,0,0,0.235,0.303,0.373,0.676,5,14,R,T.Megill(41)
Miami Marlins,108,108,3-Aug,,NYM,"W,5-4",35,33,5,10,2,0,2,5,2,0,7,0,0,0,0,0,0,0,0.235,0.303,0.374,0.678,6,15,R,T.Walker(39)
Miami Marlins,109,109,4-Aug,,NYM,"L,3-5",34,34,3,7,3,0,1,3,0,0,12,0,0,0,0,0,0,0,0.235,0.302,0.374,0.677,4,17,R,C.Carrasco(50)
Miami Marlins,110,110,5-Aug,,NYM,"W,4-2",33,29,4,8,1,0,0,4,2,0,5,1,0,1,0,2,1,0,0.235,0.303,0.374,0.677,5,15,L,R.Hill(61)
Miami Marlins,111,111,6-Aug,@,COL,"L,2-14",35,32,2,6,3,0,1,2,3,0,13,0,0,0,0,0,0,0,0.235,0.302,0.374,0.676,6,14,R,G.Marquez(74)
Miami Marlins,112,112,7-Aug,@,COL,"L,4-7",41,39,4,12,3,0,0,4,2,0,12,0,0,0,0,0,0,0,0.236,0.303,0.374,0.677,10,14,L,A.Gomber(71)
Miami Marlins,113,113,8-Aug,@,COL,"L,8-13",42,38,8,11,4,0,2,8,4,0,8,0,0,0,0,0,0,0,0.236,0.303,0.376,0.679,7,17,L,K.Freeland(42)
Miami Marlins,114,114,9-Aug,@,SDP,"L,3-8",35,34,3,7,0,0,1,3,1,0,14,0,0,0,0,0,1,0,0.236,0.303,0.375,0.678,5,14,R,J.Musgrove(65)
Miami Marlins,115,115,10-Aug,@,SDP,"L,5-6",37,37,5,12,4,0,0,5,0,0,10,0,0,0,0,1,1,0,0.237,0.303,0.376,0.678,5,17,R,C.Stammen(30)
Miami Marlins,116,116,11-Aug,@,SDP,"W,7-0",44,36,7,12,3,0,3,7,7,0,12,1,0,0,0,1,0,0,0.238,0.304,0.378,0.683,10,12,L,R.Weathers(32)
Miami Marlins,117,117,13-Aug,,CHC,"W,14-10",44,35,14,12,1,0,3,13,7,0,11,2,0,0,0,1,1,0,0.239,0.306,0.381,0.687,6,15,R,A.Alzolay(20)
Miami Marlins,118,118,14-Aug,,CHC,"W,5-4",35,33,5,7,2,0,1,5,1,0,10,0,0,0,1,1,0,0,0.238,0.305,0.38,0.686,6,15,R,Z.Davies(64)
Miami Marlins,119,119,15-Aug,,CHC,"W,4-1",34,33,4,9,1,0,2,4,1,0,8,0,0,0,1,1,2,0,0.239,0.305,0.381,0.687,6,14,R,A.Mills(50)
Miami Marlins,120,120,16-Aug,,ATL,"L,2-12",33,31,2,4,0,0,2,2,2,0,10,0,0,0,0,0,0,0,0.238,0.304,0.381,0.685,4,17,R,T.Toussaint(64)
Miami Marlins,121,121,17-Aug,,ATL,"L,0-2",31,29,0,4,0,0,0,0,2,0,9,0,0,0,0,1,0,1,0.237,0.304,0.379,0.683,4,12,R,H.Ynoa(65)
Miami Marlins,122,122,18-Aug,,ATL,"L,9-11",43,38,9,12,1,0,1,9,3,0,12,1,0,1,0,0,0,0,0.238,0.304,0.38,0.684,7,17,R,C.Morton(66)
Miami Marlins,123,123,19-Aug,@,CIN,"L,1-6",34,33,1,8,2,0,0,1,1,0,10,0,0,0,0,0,0,1,0.238,0.304,0.379,0.683,6,12,R,L.Castillo(63)
Miami Marlins,124,124,20-Aug,@,CIN,"L,3-5",35,31,3,4,2,0,1,3,3,0,9,0,0,0,0,0,1,0,0.237,0.303,0.378,0.682,5,14,R,S.Gray(78)
Miami Marlins,125,125,21-Aug,@,CIN,"L,4-7",37,27,4,8,2,0,0,4,6,0,5,2,2,0,0,5,0,1,0.237,0.304,0.378,0.683,6,15,L,W.Miley(46)
Miami Marlins,126,126,22-Aug,@,CIN,"L,1-3",32,30,1,3,1,0,0,1,2,0,9,0,0,0,1,0,1,0,0.236,0.303,0.376,0.68,4,11,R,V.Guti̩rrez(74)
Miami Marlins,127,127,24-Aug,,WSN,"L,1-5",35,34,1,8,1,0,0,1,1,0,16,0,0,0,1,0,2,0,0.236,0.303,0.376,0.679,7,15,R,E.Fedde(66)
Miami Marlins,128,128,25-Aug,,WSN,"W,4-3",43,36,4,9,3,1,1,4,6,4,9,0,1,0,0,0,1,0,0.237,0.304,0.376,0.68,11,15,R,J.Gray(58)
Miami Marlins,129,129,26-Aug,,WSN,"W,7-5",37,31,7,8,0,0,2,7,4,0,9,0,2,0,1,0,3,0,0.237,0.304,0.377,0.681,6,18,L,P.Corbin(28)
Miami Marlins,130,130,27-Aug,,CIN,"L,0-6",34,31,0,6,3,0,0,0,3,0,7,0,0,0,0,2,0,0,0.236,0.304,0.376,0.68,7,13,L,W.Miley(69)
Miami Marlins,131,131,28-Aug,,CIN,"W,6-1",39,34,6,12,2,0,1,6,2,0,5,1,1,0,0,0,2,0,0.237,0.304,0.377,0.682,9,12,R,V.Guti̩rrez(27)
Miami Marlins,132,132,29-Aug,,CIN,"W,2-1",28,25,2,4,0,0,1,2,2,0,7,0,1,0,0,1,0,0,0.237,0.304,0.377,0.681,2,13,R,T.Mahle(65)
Miami Marlins,133,133,31-Aug,@,NYM,"L,1-3",28,26,1,5,1,0,0,1,2,0,8,0,0,0,1,1,0,0,0.237,0.304,0.376,0.679,6,12,R,T.Williams(57)
Miami Marlins,134,134,2-Sep,@,NYM,"L,3-4",35,31,3,4,1,0,1,3,4,0,11,0,0,0,1,0,1,0,0.236,0.303,0.375,0.678,5,14,R,C.Carrasco(52)
Miami Marlins,135,135,3-Sep,,PHI,"W,10-3",36,32,10,10,1,1,1,9,4,1,5,0,0,0,0,1,0,1,0.236,0.304,0.376,0.68,2,15,R,K.Gibson(22)
Miami Marlins,136,136,4-Sep,,PHI,"W,3-2",32,29,3,5,2,0,1,3,3,0,13,0,0,0,0,0,0,0,0.236,0.303,0.376,0.679,5,17,L,R.Suarez(68)
Miami Marlins,137,137,5-Sep,,PHI,"L,3-4",37,32,3,2,0,0,1,3,3,0,13,1,1,0,1,0,0,0,0.235,0.302,0.374,0.677,4,18,R,S.Coonrod(50)
Miami Marlins,138,138,7-Sep,,NYM,"L,4-9",41,38,4,10,2,0,0,4,2,0,10,0,0,1,2,0,0,0,0.235,0.302,0.374,0.676,10,17,R,C.Carrasco(46)
Miami Marlins,139,139,8-Sep,,NYM,"W,2-1",41,37,2,10,2,0,0,2,2,0,10,1,1,0,0,2,0,0,0.235,0.302,0.373,0.676,10,14,L,R.Hill(66)
Miami Marlins,140,140,9-Sep,,NYM,"W,3-2",30,29,3,7,0,0,1,2,0,0,7,1,0,0,0,0,1,0,0.235,0.302,0.373,0.675,3,18,R,M.Stroman(68)
Miami Marlins,141,141,10-Sep,@,ATL,"L,2-6",37,35,2,7,0,0,1,2,2,0,17,0,0,0,1,0,1,0,0.235,0.302,0.372,0.674,8,14,R,I.Anderson(56)
Miami Marlins,142,142,11-Sep,@,ATL,"W,6-4",40,36,6,11,2,0,3,6,1,0,8,1,1,1,0,1,0,0,0.236,0.302,0.374,0.676,7,16,R,C.Morton(60)
Miami Marlins,143,143,12-Sep,@,ATL,"L,3-5",35,32,3,5,0,2,1,3,2,0,8,0,1,0,0,0,0,0,0.235,0.301,0.374,0.676,5,16,L,M.Fried(58)
Miami Marlins,144,144,13-Sep,@,WSN,"W,3-0",37,34,3,9,3,0,0,3,3,1,8,0,0,0,0,1,1,0,0.235,0.302,0.374,0.676,7,11,R,P.Espino(59)
Miami Marlins,145,145,14-Sep,@,WSN,"L,2-8",33,32,2,4,0,0,2,2,0,0,14,1,0,0,1,0,0,0,0.234,0.301,0.374,0.674,4,15,R,E.Fedde(65)
Miami Marlins,146,146,15-Sep,@,WSN,"W,8-6",42,37,8,11,2,0,3,8,3,0,10,2,0,0,0,1,1,0,0.235,0.301,0.375,0.677,7,20,L,J.Rogers(70)
Miami Marlins,147,147,17-Sep,,PIT,"L,1-2",34,32,1,5,1,1,0,1,2,1,12,0,0,0,0,0,0,0,0.234,0.301,0.375,0.675,6,14,R,W.Crowe(61)
Miami Marlins,148,148,18-Sep,,PIT,"L,3-6",33,32,3,7,0,0,1,3,1,0,8,0,0,0,0,1,0,0,0.234,0.3,0.374,0.675,3,14,R,B.Wilson(54)
Miami Marlins,149,149,19-Sep,,PIT,"W,6-5",41,34,6,8,2,0,1,6,5,1,10,1,0,1,1,0,0,1,0.234,0.301,0.374,0.675,8,15,R,M.Kranick(49)
Miami Marlins,150,150,20-Sep,,WSN,"W,8-7",39,36,8,9,1,0,3,7,2,1,12,0,0,1,1,0,1,0,0.234,0.301,0.375,0.676,4,18,R,E.Fedde(52)
Miami Marlins,151,151,21-Sep,,WSN,"L,1-7",34,31,1,5,1,0,1,1,3,0,5,0,0,0,0,1,0,0,0.234,0.3,0.375,0.675,6,14,L,J.Rogers(67)
Miami Marlins,152,152,22-Sep,,WSN,"L,5-7",38,37,5,10,2,1,2,5,1,0,10,0,0,0,0,0,1,0,0.234,0.3,0.376,0.676,6,16,R,J.Gray(59)
Miami Marlins,153,153,24-Sep,@,TBR,"L,0-8",29,27,0,2,1,0,0,0,1,0,7,1,0,0,0,1,0,1,0.233,0.299,0.375,0.674,2,10,R,D.Robertson(53)
Miami Marlins,154,154,25-Sep,@,TBR,"L,3-7",41,38,3,13,1,0,1,3,3,0,6,0,0,0,0,2,1,0,0.234,0.3,0.375,0.675,11,11,L,S.McClanahan(53)
Miami Marlins,155,155,26-Sep,@,TBR,"L,2-3",35,33,2,6,3,0,1,2,1,0,11,1,0,0,0,0,0,0,0.234,0.299,0.375,0.675,6,9,R,S.Baz(71)
Miami Marlins,156,156,Sep 28 (1),@,NYM,"L,2-5",26,23,2,5,0,0,1,2,2,0,8,0,1,0,0,0,0,2,0.234,0.299,0.375,0.674,3,13,R,M.Stroman(51)
Miami Marlins,157,157,Sep 28 (2),@,NYM,"L,1-2",32,31,1,5,0,0,1,1,1,0,12,0,0,0,0,0,0,0,0.233,0.299,0.374,0.673,4,14,R,N.Syndergaard(55)
Miami Marlins,158,158,29-Sep,@,NYM,"W,3-2",32,29,3,5,2,0,0,3,3,0,8,0,0,0,1,2,1,0,0.233,0.298,0.374,0.672,2,16,R,T.Walker(68)
Miami Marlins,159,159,30-Sep,@,NYM,"L,3-12",38,33,3,6,0,0,1,2,5,0,12,0,0,0,0,0,0,0,0.233,0.298,0.373,0.671,8,15,L,R.Hill(48)
Miami Marlins,160,160,1-Oct,,PHI,"L,0-5",35,32,0,8,1,0,0,0,2,0,10,1,0,0,0,3,0,0,0.233,0.299,0.372,0.671,8,17,L,R.Suarez(73)
Miami Marlins,161,161,2-Oct,,PHI,"W,3-1",32,27,3,5,0,0,1,3,5,0,4,0,0,0,0,2,0,0,0.233,0.299,0.372,0.671,5,14,R,H.Crouse(44)
Miami Marlins,162,162,3-Oct,,PHI,"W,5-4",32,30,5,7,0,1,1,4,2,0,10,0,0,0,0,1,1,0,0.233,0.298,0.372,0.671,3,19,L,B.Falter(35)
Minnesota Twins,1,1,1-Apr,@,MIL,"L,5-6",47,39,5,10,2,1,1,4,7,0,17,0,1,0,0,0,1,0,0.256,0.37,0.436,0.805,12,19,R,B.Woodruff(41)
Minnesota Twins,2,2,3-Apr,@,MIL,"W,2-0",32,31,2,4,0,0,1,2,0,0,13,1,0,0,0,0,0,0,0.2,0.282,0.343,0.625,3,13,R,C.Burnes(78)
Minnesota Twins,3,3,4-Apr,@,MIL,"W,8-2",41,35,8,11,3,0,2,8,5,0,7,0,0,1,0,2,1,1,0.238,0.319,0.419,0.738,6,16,R,A.Houser(53)
Minnesota Twins,4,4,5-Apr,@,DET,"W,15-6",51,40,15,14,5,0,2,14,11,0,13,0,0,0,0,0,0,0,0.269,0.371,0.476,0.846,9,12,R,J.Urena(30)
Minnesota Twins,5,5,6-Apr,@,DET,"L,3-4",42,40,3,9,2,0,2,3,2,0,12,0,0,0,1,0,1,0,0.259,0.349,0.465,0.814,9,13,R,C.Mize(50)
Minnesota Twins,6,6,7-Apr,@,DET,"W,3-2",33,31,3,7,2,0,0,3,0,0,11,1,0,1,0,1,0,0,0.255,0.335,0.44,0.775,3,10,L,M.Boyd(59)
Minnesota Twins,7,7,8-Apr,,SEA,"W,10-2",44,39,10,16,6,0,3,10,3,0,11,1,0,1,0,0,0,0,0.278,0.353,0.494,0.847,10,11,L,M.Gonzales(21)
Minnesota Twins,8,8,10-Apr,,SEA,"L,3-4",40,35,3,6,0,0,1,2,4,1,8,1,0,0,0,1,1,0,0.266,0.343,0.466,0.809,7,11,L,Y.Kikuchi(58)
Minnesota Twins,9,9,11-Apr,,SEA,"L,6-8",41,34,6,8,2,0,1,6,4,0,7,1,0,2,0,0,0,0,0.262,0.341,0.457,0.797,8,9,R,C.Flexen(32)
Minnesota Twins,10,10,13-Apr,,BOS,"L,2-4",39,31,2,5,1,0,0,2,5,0,4,2,0,1,1,1,1,0,0.254,0.337,0.434,0.771,10,10,L,M.Perez(50)
Minnesota Twins,11,11,Apr 14 (1),,BOS,"L,2-3",28,26,2,5,1,0,0,2,1,0,5,1,0,0,0,0,1,0,0.249,0.332,0.42,0.752,5,11,R,N.Eovaldi(52)
Minnesota Twins,12,12,Apr 14 (2),,BOS,"L,1-7",28,24,1,5,1,0,0,1,3,0,7,0,0,1,0,1,0,0,0.247,0.329,0.41,0.739,6,10,L,E.Rodriguez(57)
Minnesota Twins,13,13,15-Apr,,BOS,"W,4-3",40,35,4,9,1,0,1,4,3,0,7,1,1,0,1,0,0,0,0.248,0.329,0.407,0.736,11,11,R,G.Richards(57)
Minnesota Twins,14,14,16-Apr,@,LAA,"L,3-10",37,33,3,10,1,0,0,3,4,0,9,0,0,0,0,4,0,0,0.252,0.333,0.402,0.734,7,10,L,A.Heaney(59)
Minnesota Twins,15,15,Apr 20 (1),@,OAK,"L,0-7",28,27,0,6,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0.25,0.329,0.394,0.723,7,10,L,S.Manaea(71)
Minnesota Twins,16,16,Apr 20 (2),@,OAK,"L,0-1",25,23,0,2,0,0,0,0,1,0,10,1,0,0,0,1,0,0,0.243,0.322,0.38,0.702,4,11,L,J.Luzardo(69)
Minnesota Twins,17,17,21-Apr,@,OAK,"L,12-13",51,49,12,18,4,0,4,10,2,0,10,0,0,0,1,1,1,0,0.253,0.327,0.407,0.734,9,11,R,F.Montas(24)
Minnesota Twins,18,18,23-Apr,,PIT,"W,2-0",28,28,2,5,0,0,2,2,0,0,8,0,0,0,0,1,0,0,0.25,0.321,0.407,0.728,2,9,R,J.Brubaker(64)
Minnesota Twins,19,19,24-Apr,,PIT,"L,2-6",33,30,2,3,2,0,0,2,2,0,7,0,0,1,1,0,0,0,0.243,0.313,0.395,0.708,4,9,R,T.Cahill(64)
Minnesota Twins,20,20,25-Apr,,PIT,"L,2-6",36,33,2,7,0,0,1,2,3,0,11,0,0,0,0,0,0,0,0.241,0.311,0.391,0.702,7,9,R,W.Crowe(51)
Minnesota Twins,21,21,26-Apr,@,CLE,"L,3-5",36,34,3,5,1,0,1,3,1,0,7,0,0,1,0,0,0,0,0.237,0.305,0.385,0.689,3,11,R,Z.Plesac(60)
Minnesota Twins,22,22,27-Apr,@,CLE,"L,4-7",34,34,4,8,1,1,1,4,0,0,6,0,0,0,0,0,0,0,0.237,0.302,0.386,0.687,3,9,R,A.Civale(51)
Minnesota Twins,23,23,28-Apr,@,CLE,"W,10-2",42,40,10,13,2,0,6,10,2,0,7,0,0,0,1,1,1,0,0.241,0.304,0.409,0.713,5,9,L,L.Allen(20)
Minnesota Twins,24,24,30-Apr,,KCR,"W,9-1",41,29,9,7,2,0,2,8,10,0,4,1,0,1,0,0,1,0,0.241,0.311,0.413,0.723,8,10,R,B.Singer(46)
